index,Alcohol,Malic_acid,Ash,Alcalinity_of_ash,Magnesium,Total_phenols,Flavanoids,Nonflavanoid_phenols,Proanthocyanins,Color_intensity,Hue,OD280%2FOD315_of_diluted_wines,Proline,class
174722,14.096596,2.678249,2.30494,19.645903,116.116893,1.705608,1.461432,0.322036,1.533153,8.678412,0.574546,1.841878,540.64604,2
784901,12.495343,1.770354,2.612054,19.271395,79.753687,3.144366,2.989244,0.472058,1.95116,6.344972,0.630296,3.069015,445.326321,2
956729,13.672,1.873873,2.761833,23.810055,111.036022,2.658808,3.59675,0.20066,2.217492,8.20803,1.109673,1.808111,1316.989446,0
793275,12.406227,1.235373,2.240875,21.522325,86.419714,2.696246,2.491123,0.26436,1.858987,2.372106,0.876367,2.868612,423.240351,1
198454,11.470224,0.817286,2.276421,23.22123,79.482513,3.382744,0.639076,0.268073,1.489775,2.044878,1.111465,2.270667,644.620987,1
891459,13.60946,1.669787,2.873334,20.99172,94.1791,3.129828,3.865804,0.21123,2.777133,2.436327,1.107612,2.737645,861.621127,0
184021,12.021702,2.627488,2.682898,26.458754,109.997242,2.974498,0.619374,0.457519,1.646362,8.914381,0.636093,3.466467,966.71456,2
460572,13.495007,1.815116,2.059574,23.514131,125.370584,1.85665,1.402752,0.324482,2.572881,3.946581,1.139711,3.179117,676.905654,1
360501,12.384094,1.272179,2.351603,17.321467,96.796841,1.888237,3.488882,0.282815,1.305712,2.996533,0.977064,1.724204,543.746125,1
956520,14.333939,1.747161,2.521842,14.850648,124.687002,3.151175,0.62585,0.339173,1.930985,6.385971,0.933269,2.805005,1263.231818,0
372429,13.376154,2.026692,2.88214,14.198022,110.134003,2.567961,2.809072,0.562229,1.515772,9.190053,0.993064,2.836874,1126.409866,0
847684,11.928571,1.008916,1.971867,20.646493,81.113424,3.404889,2.02108,0.427641,0.756854,2.447736,1.203584,3.09784,348.006605,1
574500,12.586372,4.68714,2.529536,24.925586,104.902916,1.394828,1.072062,0.188615,1.369081,5.351309,0.71624,1.734666,555.617543,2
48123,13.819257,1.831263,2.468941,13.462113,140.103558,2.682694,2.676333,0.219596,1.888566,5.111951,1.222737,3.042036,1228.961189,0
788294,14.073631,1.64504,2.16359,12.678391,108.103776,2.399373,2.799864,0.252485,1.197664,3.954335,1.393089,3.358804,1020.841774,1
180974,12.572892,1.50311,2.319653,18.355272,97.695413,2.254768,0.895379,0.337862,0.780858,3.499149,0.968785,2.003232,747.648163,1
995323,13.793962,2.68899,2.217233,26.520892,104.446281,3.400497,1.758247,0.272326,1.262002,6.538672,1.066668,3.823609,1283.940735,0
18471,11.869883,4.700226,2.360277,17.650344,76.340967,1.493262,2.119147,0.533839,1.539769,3.967152,1.100279,1.675021,488.973599,1
364165,12.944913,1.785336,2.314526,21.976396,97.305799,2.744096,3.075275,0.256226,1.993209,2.381504,0.983805,3.092186,341.613616,1
304481,11.983518,1.712961,2.48894,17.596816,79.870498,1.49306,1.235639,0.50006,0.640053,3.087793,0.955993,3.378409,580.786907,1
230621,13.168736,4.710871,1.883088,14.889268,115.680359,3.10993,3.800666,0.206017,2.091507,5.876008,1.07561,3.475466,939.632825,0
633996,11.685866,3.155972,2.37651,22.502856,88.395713,2.011576,1.496936,0.288636,1.474794,4.941424,0.945495,2.972806,570.590896,1
676614,14.188876,1.800361,2.333242,15.556236,99.385037,3.221285,2.62852,0.327891,1.94255,4.67582,1.068291,2.661942,1152.621828,0
714768,13.412093,2.427334,1.924561,25.696884,85.3278,2.192304,0.903493,0.205673,1.654156,8.39964,1.125968,1.398651,388.969363,2
273035,13.640822,4.426722,2.484446,19.749783,106.538258,1.390351,0.602541,0.401055,0.927952,10.024955,0.593146,1.443605,710.187549,2
744750,14.392051,1.661489,2.796405,17.014167,98.424932,1.440871,0.913038,0.453844,2.109451,4.988233,1.363827,2.825311,674.501681,1
765243,12.252377,2.117672,2.033455,21.232873,109.318423,2.730693,3.969423,0.428368,1.960172,1.699303,0.912249,2.605853,467.070179,1
357151,12.733181,1.377409,1.774586,13.868037,87.96011,1.438531,1.521652,0.449877,0.658443,2.651779,1.222403,3.092409,389.050649,1
37040,14.515463,3.034301,2.334056,19.609253,93.223095,2.831147,2.581161,0.289899,1.598937,6.150525,0.803052,2.908849,1348.969844,0
118681,11.757269,1.370794,2.184759,21.481065,110.118667,1.572942,1.805024,0.308997,1.353473,2.83454,1.17667,3.328284,452.281395,1
223613,13.915037,2.034156,2.657033,17.24443,85.570455,3.318777,2.523146,0.291263,1.507424,10.779014,1.378011,3.207077,1085.297529,0
651649,13.011096,2.78654,2.947473,21.635282,88.781125,1.841619,1.961503,0.272757,1.559248,3.261647,1.092317,2.149775,642.796198,0
194358,13.563122,2.049589,2.339321,13.394247,93.137122,3.056163,3.749896,0.161727,1.706844,4.758449,1.05582,3.66261,1147.552262,0
727316,12.534744,1.234262,2.23605,13.272131,81.132818,3.448968,3.123449,0.267707,1.283341,2.118702,1.080322,3.137051,504.432427,1
137257,14.891297,1.822288,2.247716,17.117035,91.143561,2.681992,2.957477,0.550967,1.872783,2.587645,0.819135,3.532232,359.710678,1
184392,11.811106,2.523936,1.888019,19.741753,81.931147,1.21235,0.476484,0.27892,1.608851,3.239754,1.368211,2.245589,554.091433,1
769555,13.780082,1.640355,2.279053,12.45625,107.562664,3.128928,3.528416,0.283864,1.400455,4.921827,1.135051,2.937716,979.977978,0
255618,13.754467,1.937841,2.392862,16.96956,98.90396,1.191648,0.630822,0.426551,1.62482,6.162239,1.429415,3.013271,1453.35478,0
268519,13.380411,0.873653,2.274556,21.864009,89.172656,1.817181,0.549465,0.458526,0.975193,2.568475,0.815296,1.474147,642.686792,2
338016,12.763685,1.682517,2.244641,26.047304,82.488558,1.824162,1.515991,0.440355,1.55542,3.552254,0.932399,1.868009,435.098345,1
875952,12.720519,2.771741,1.89772,17.26423,110.773655,2.254561,0.633862,0.215034,0.750006,3.168066,1.330374,3.074576,656.451359,1
371212,11.755297,1.323535,2.194582,17.592216,91.059019,2.568126,2.839432,0.335394,1.506468,2.86169,1.04143,1.739625,329.464139,1
922944,13.479917,2.621553,2.479319,21.37364,92.404337,1.216379,1.67584,0.454822,2.001689,4.715441,0.672883,1.934162,605.069477,2
438661,13.447745,4.499969,2.829172,19.576829,96.998284,3.439869,2.962138,0.343625,2.359249,4.742811,1.489793,3.330294,1239.588423,0
420118,12.248362,1.82284,2.049382,19.684942,109.919488,1.921755,3.515428,0.238548,1.627643,3.669101,1.086927,3.232216,303.313604,1
273668,12.176629,2.017516,2.714306,20.453191,116.932074,1.464916,0.764801,0.264069,1.21566,3.383156,0.807204,3.109584,614.501549,1
719431,11.852967,3.304269,2.254456,21.457166,83.243553,3.371644,1.13403,0.389674,1.27439,3.445961,1.053774,3.109858,583.634451,1
99871,11.994296,1.166709,2.205553,12.683384,91.037387,1.951047,2.329502,0.344757,0.880112,2.564262,1.060267,2.760331,682.095935,1
738606,12.544423,3.23573,2.332899,18.84943,90.898281,1.967052,0.649525,0.218025,1.852281,3.679761,0.970606,2.404399,549.92637,1
500101,13.651395,1.762795,2.561979,20.006121,105.767467,3.03636,2.71177,0.336484,1.955836,6.275883,0.527781,2.749393,1334.527517,0
586933,13.492734,2.646929,2.212678,18.014294,89.595259,2.810046,3.964201,0.441545,1.33387,4.13381,0.802278,2.122581,580.055273,2
816611,12.920579,2.493739,2.433351,24.5672,99.847086,1.752802,2.072096,0.613212,0.746382,3.998388,0.903564,1.528378,518.384753,2
298540,13.501066,1.25242,2.316814,15.841567,95.99408,3.346333,2.975971,0.316929,0.821763,4.926639,0.848824,3.756908,1212.342276,0
787626,11.909753,1.320478,2.521821,17.356759,80.348803,2.197186,2.382431,0.396218,1.856954,3.218467,1.219485,2.508733,451.254015,1
766279,11.939244,4.61441,2.304558,21.537629,89.547742,1.829368,0.649569,0.26207,1.075751,8.619832,0.823936,1.491937,732.919481,2
353474,11.916792,1.754399,2.631161,20.993143,97.213981,2.459282,2.675456,0.318846,1.870322,4.680605,0.827383,2.788091,654.873809,1
48148,12.333528,1.300454,2.008076,18.943421,88.347664,2.089107,0.410643,0.17413,0.877784,2.498627,0.707205,3.169738,403.640586,1
27557,12.429448,1.67624,2.219721,18.0754,89.797801,1.567981,1.125869,0.313781,1.4516,4.371775,1.099661,2.713926,485.732533,1
99874,13.422922,1.633653,2.420965,19.797767,88.534029,3.404926,3.357148,0.382694,2.304027,5.952596,1.143789,3.425844,1102.53934,0
797683,13.398947,1.874884,2.336602,22.749545,104.674581,2.610765,0.790563,0.29097,0.899401,6.895817,0.998254,3.297643,810.508251,0
28553,13.740103,3.605417,2.370388,19.595807,129.611124,3.188351,3.453945,0.45683,1.804252,4.382934,0.951928,3.621028,773.147698,0
661717,12.988174,1.250994,2.577604,20.88862,101.280337,3.053726,3.219268,0.399444,1.970231,3.957949,0.765231,2.782586,1392.599852,0
428860,13.74892,1.863693,2.556058,21.592327,117.766237,3.326479,3.423192,0.373116,1.907897,6.052538,1.030282,2.78104,1129.731556,0
470762,11.631335,1.766449,2.345451,18.632226,85.450817,2.447113,1.322243,0.339274,1.20986,3.26396,0.930591,2.210476,569.678888,1
63744,14.552728,1.319765,2.240577,21.532714,105.979032,1.805646,3.458117,0.23138,1.914428,8.62477,0.783722,2.22682,671.180317,0
487315,13.646968,1.531811,2.602998,20.852167,105.335082,2.258512,2.583593,0.275404,1.854041,5.970927,1.139397,3.483014,825.933357,0
261387,12.959804,1.613916,1.943735,22.016806,109.473095,2.729794,4.214295,0.383256,1.660535,4.445323,0.811782,1.68319,478.914985,2
816819,12.119371,4.315488,2.176457,15.457535,82.333206,3.293914,0.66848,0.271438,1.689326,2.277996,0.935628,1.947193,598.95502,1
101480,13.195952,2.032691,2.494855,20.830953,76.378004,1.647603,1.752258,0.164714,1.412955,4.855477,0.893988,3.028277,538.569052,1
749042,12.479197,2.664206,2.204481,25.659842,96.134815,1.239626,2.164997,0.55265,1.529092,7.591343,0.594258,2.876577,546.654765,2
316150,13.538804,3.299036,2.790796,22.156868,119.315377,2.791934,1.230575,0.306223,1.242866,11.206316,0.740121,1.628636,526.081901,2
575796,12.211025,1.720166,2.173569,17.396401,97.805806,2.250323,2.232161,0.25556,1.976364,5.052233,1.083881,3.879499,854.815724,0
664510,13.054665,2.623305,2.89317,18.952051,106.08459,3.068773,3.377841,0.350155,1.810247,7.55548,1.15073,2.811688,1125.239468,0
914191,14.083057,1.697807,2.137204,14.495138,99.583447,2.782971,2.724808,0.275352,1.331074,2.291946,0.879527,3.340066,800.232648,0
325808,11.676778,1.95611,1.657973,19.406989,89.771788,3.503692,2.931133,0.227757,1.513297,2.158638,1.01163,3.178679,534.57905,1
403864,13.041533,2.531498,2.727463,28.12002,98.836127,1.440299,1.391564,0.150388,1.29788,4.706992,0.550194,1.635596,560.864821,2
367081,11.706677,1.609578,2.682805,17.48985,91.68771,1.324407,1.91891,0.418975,0.982252,3.714474,1.106549,2.772655,535.282333,1
581160,13.588312,1.07552,1.880493,18.650896,102.451754,1.412853,0.678833,0.434207,0.771606,4.161668,0.859725,1.839918,650.460139,2
987321,11.959973,1.739922,2.024614,16.069274,109.50823,3.334931,1.795367,0.342968,1.429913,4.853096,1.04684,1.475273,1045.516054,1
757482,11.950912,2.129134,2.337946,15.932645,121.249068,1.494411,2.558342,0.283427,1.230954,3.417017,0.961467,2.717314,615.634398,1
472456,12.52649,5.141337,2.385128,20.617656,91.986227,2.627528,2.804597,0.393796,1.757821,10.392229,0.960302,1.641866,717.692607,2
993563,13.596363,1.684342,2.059257,16.744114,107.386456,1.522089,1.466388,0.274409,1.432506,3.543271,0.997398,2.067932,854.398989,1
180071,13.709933,3.08331,2.367198,19.049358,86.523512,1.520619,0.800362,0.475644,0.769804,6.559788,0.529481,1.56388,401.869194,2
380563,13.2787,3.379806,2.24838,16.420123,97.034541,3.586336,1.398859,0.228353,1.758965,6.325957,0.770178,1.532803,687.438224,2
881660,13.578892,1.854933,2.629534,14.469459,99.212791,2.685788,3.101434,0.341628,1.247197,4.798448,0.914213,2.854372,839.657387,0
37445,13.141956,5.163186,2.598846,18.444642,97.228432,3.148443,3.461888,0.290106,2.141326,5.687163,1.135133,3.278971,973.215022,0
599709,14.132277,1.866363,2.345149,13.453353,87.74997,2.649576,3.713721,0.246314,1.921584,5.668827,1.138949,2.829374,1259.312926,0
619430,14.19727,1.071816,2.32462,14.204691,100.806123,3.159147,0.529022,0.176797,0.795667,4.891266,1.085015,2.888462,1100.528839,0
807355,13.651744,1.923814,2.497281,21.698733,88.3016,2.305368,2.866553,0.317703,1.944878,6.231411,1.063783,3.096464,1140.458389,0
291743,12.324068,1.903805,2.185785,25.027793,119.413144,3.032247,2.427438,0.285425,1.153707,3.742325,1.002864,2.694904,690.737281,1
280677,14.340041,1.657995,2.558243,13.969358,99.559751,2.845365,3.394302,0.371746,2.676029,5.747014,0.937245,2.827647,1076.603158,0
812254,12.57515,1.60498,2.243665,17.574409,100.08776,2.673056,2.766467,0.249963,1.76269,2.151205,1.093155,3.042755,330.940016,1
333755,11.918382,1.689457,1.69532,17.887423,107.070397,2.444382,1.717156,0.299359,1.598093,2.509504,0.813844,1.500616,458.196268,1
103560,12.016882,3.193138,2.309337,15.708372,81.954382,1.907161,1.14341,0.632631,1.574482,1.759939,0.77693,1.979802,697.995314,1
745653,13.749872,4.491442,2.316937,19.582236,95.62195,2.608246,2.918211,0.372477,1.807585,5.171492,0.631038,1.886205,527.075209,2
602870,12.625638,1.166473,2.553928,21.067053,121.48787,3.323199,2.818989,0.366626,2.118524,1.66879,1.281409,2.201398,711.945183,1
910487,13.739852,1.346005,1.839136,20.615435,92.805293,3.097617,2.280763,0.344439,2.352614,3.5306,0.598565,2.975911,417.681342,1
578479,12.788101,4.276811,2.490806,19.41994,89.363732,2.977559,2.826657,0.287795,1.345643,3.506852,1.020289,3.293711,475.673945,1
88038,13.13327,5.430739,2.347492,19.282652,91.520678,2.061316,0.66937,0.462512,0.787754,10.88878,0.790293,1.268107,430.423938,2
971000,12.862953,1.249309,2.52112,17.299453,129.792809,1.944359,1.906475,0.333386,1.324122,2.24554,1.164023,2.808029,970.689638,1
639252,12.558719,2.841952,2.787208,20.248326,100.745358,1.995382,1.863778,0.450933,1.235253,2.72131,1.389949,3.539376,704.26084,1
271293,11.889365,3.445297,2.433977,20.516034,86.025451,3.409382,1.756725,0.318505,1.301278,2.701818,0.821801,2.721858,580.067592,1
657143,12.995161,1.670829,1.941423,21.776993,108.002833,2.588476,2.458433,0.261205,1.875974,5.931764,1.371154,3.340659,1244.734067,0
672359,12.77871,1.948961,2.917217,18.842891,94.68777,1.83312,2.362204,0.176892,1.695431,4.512785,1.084778,2.655087,929.60707,0
911445,12.840383,2.50119,2.205754,15.242467,89.893056,2.864369,3.291999,0.404372,1.896529,10.215497,0.689449,1.891643,655.26658,2
996054,13.901546,1.743274,2.229862,10.510148,106.985726,2.149225,1.991867,0.287789,1.604165,6.486451,0.784872,3.591572,1607.489735,0
958443,12.15447,1.537796,2.276328,22.587004,87.825661,1.760142,1.321129,0.345482,0.882646,3.797847,1.080568,2.975907,530.11789,1
651032,13.068586,1.989016,2.558384,21.740898,98.540477,1.329079,0.687003,0.472405,1.292172,9.268698,0.802439,1.551739,539.225517,2
75356,13.750235,0.986553,2.966757,28.040977,106.644107,2.027652,0.577483,0.456977,0.883548,7.76239,0.86035,1.441501,703.030405,2
639579,14.239273,3.506702,2.429116,21.447185,101.120609,1.109827,2.472254,0.189352,2.573266,2.709835,0.855155,3.148483,776.535945,2
754018,12.236195,2.015749,3.092787,21.344147,85.386376,1.518624,2.151108,0.502908,1.371631,4.017139,0.819545,2.613239,483.763852,1
304716,13.133855,2.032877,2.397321,19.57879,139.88861,1.422093,2.965679,0.308073,1.125644,5.123545,1.114491,3.163486,1108.475864,0
104136,14.027939,2.640583,1.890081,23.499629,91.760704,1.722545,3.573345,0.566463,1.921746,3.902112,0.592209,1.498073,663.056888,2
471228,12.003857,2.132731,2.379378,20.461158,85.224255,2.4361,2.767469,0.278389,1.743304,3.462713,0.94507,3.029889,657.206237,1
614867,13.454923,1.700958,2.5524,19.850732,107.816401,3.400669,3.953536,0.272146,1.826636,5.484381,1.10287,3.512491,315.710811,0
182214,14.189695,2.599375,2.614502,21.363057,133.174667,1.763401,0.562584,0.569233,0.979987,5.439321,0.919198,1.526726,488.036943,2
867733,12.564769,2.755894,2.479129,12.449802,84.083277,2.238513,2.281671,0.192571,1.209014,3.858858,1.061024,3.540759,661.254273,1
300472,12.16625,1.148921,1.99137,14.782815,80.115489,2.496174,2.174307,0.34483,1.598842,3.342763,1.121785,1.588187,332.43401,1
100071,12.770268,1.6254,2.463227,21.963957,80.257271,2.428569,2.015587,0.334051,1.094466,2.152367,1.304474,3.447292,467.565364,1
887724,11.606662,2.906065,2.573803,14.256559,96.765947,1.385477,1.484219,0.179013,1.583228,9.47166,0.78227,1.463907,516.006571,2
148051,13.272422,2.335365,2.216326,21.52096,90.328175,2.047558,1.661919,0.286705,1.628819,3.288787,1.086932,2.780098,457.057551,1
305842,12.35999,3.000368,2.822504,18.701355,103.421095,2.57481,2.010734,0.551311,2.574621,5.909018,1.109883,1.4257,936.580371,2
532969,12.673639,3.121355,2.270905,21.172584,107.41117,2.789976,1.997256,0.412212,1.575356,3.070955,0.77727,3.076659,473.712565,1
70291,11.880677,1.148097,1.713819,14.607757,92.959709,2.850124,1.967975,0.571277,0.717586,2.832793,0.989632,2.730243,428.490453,1
136427,12.466238,3.026185,2.851406,11.446326,137.690097,1.564714,0.771552,0.413109,1.267283,9.216163,0.607352,1.649856,564.105705,2
857936,12.147038,1.213646,2.232889,13.619927,121.360491,1.942134,0.409575,0.26573,1.491226,5.877326,0.563102,2.364009,1021.944369,2
486253,13.420787,1.569334,2.438871,15.632388,104.315255,1.540684,0.671768,0.561314,1.457112,4.538288,0.96293,2.784733,946.027048,0
868306,11.738474,2.448815,2.147883,20.23222,134.612511,1.365115,0.645196,0.548675,2.01774,4.659627,0.860855,1.229999,518.386302,2
96045,12.936268,1.773587,2.680888,22.943003,99.250592,1.336295,0.61063,0.579875,0.940954,6.464999,0.65131,2.755415,530.913698,2
538895,13.880554,1.917029,2.529906,15.318671,101.355885,1.644196,2.935886,0.303337,2.327316,4.605618,1.132143,3.307123,1452.663384,0
758504,14.17441,5.371613,2.337632,19.22559,91.497822,2.37196,0.602123,0.512636,1.281723,7.043641,0.623489,1.581462,553.547916,2
499096,12.08896,2.925313,2.490668,20.553211,87.935953,3.207759,1.380891,0.250033,1.876705,3.204875,1.002865,3.076026,614.488025,1
34974,13.993722,0.967272,1.546989,13.902307,85.62648,2.634891,2.802309,0.21248,1.465649,3.610053,0.964557,2.951995,363.648976,1
410579,12.088673,1.04254,2.4983,18.881465,82.090275,3.089221,2.132436,0.422404,0.860981,2.684499,1.010355,1.841519,503.965177,1
652618,12.521285,1.098472,2.365199,23.427651,88.85049,3.400535,2.294056,0.515414,1.632247,7.712326,1.268916,3.094707,643.774926,1
40005,11.946872,3.71085,1.740869,16.604994,89.02591,2.103918,1.907855,0.156983,1.280872,2.118934,0.793328,3.454845,489.984294,1
313502,13.156751,1.667333,2.1126,21.584946,106.119142,1.737256,0.710297,0.496675,1.143582,9.756603,0.678746,2.369892,926.097688,2
230899,13.085255,3.900432,2.584082,21.54552,105.386891,1.333571,1.569398,0.266394,0.709434,4.954196,0.864587,1.656033,554.240844,2
5478,13.893613,1.891263,2.474257,21.598331,85.23781,3.242829,3.231206,0.37691,1.447785,5.128059,0.985243,2.791439,1229.637314,0
821208,14.35642,1.641595,2.391193,16.472821,103.194099,2.745507,2.686928,0.243031,2.596701,6.056312,1.100459,3.631643,1444.408634,0
5381,12.18905,0.89574,1.795903,17.021628,100.513157,1.360219,1.964595,0.190112,1.771162,3.166771,1.04933,3.177311,741.696403,1
546028,12.077756,1.165471,2.542511,18.419702,122.668989,1.466765,1.643521,0.272498,1.335435,2.253717,1.014014,2.28394,595.392628,1
561478,11.748294,4.844244,2.610045,18.385045,85.982259,3.386056,3.152302,0.277342,1.993163,3.916536,1.083118,3.111484,559.908515,1
444499,13.499723,1.719005,2.025607,17.010191,78.671313,2.591248,2.861314,0.268616,1.531175,4.481041,1.090152,3.461096,935.68737,0
182568,13.532072,1.302249,2.30162,17.733407,96.605287,2.632391,2.775162,0.354118,1.74624,6.448834,1.13489,3.184457,1104.918414,0
548626,14.268484,1.819154,2.090517,17.446231,100.751611,2.662852,2.803173,0.421265,1.244045,6.729445,0.783558,3.206919,1361.641821,0
809736,12.887227,2.010272,2.515804,19.236202,99.823045,2.45563,2.450978,0.266591,1.987272,2.680035,0.981272,3.907104,1030.597766,0
838048,12.264962,1.242462,1.93886,26.453182,81.21106,2.983285,2.539242,0.248243,1.802642,2.241335,0.869298,1.347519,591.567202,1
39662,12.995255,2.935024,1.78978,15.653143,97.547016,1.531095,0.697772,0.629698,1.488864,9.07111,0.697314,1.706175,682.545764,2
586012,13.403829,1.880115,2.558601,14.236219,129.236542,2.985392,4.021675,0.20665,1.643153,6.47519,1.065844,2.78809,1107.922105,0
926431,13.243277,1.73392,2.675592,17.099108,94.196648,2.001482,2.657406,0.330947,1.854738,6.132003,0.621071,1.485582,654.843682,2
516607,13.830402,1.709852,1.856855,19.691691,107.837033,3.148772,2.751733,0.282021,1.355081,9.486301,1.101326,3.754111,951.412234,0
604819,12.178852,3.329261,2.667863,19.685582,94.661932,1.526959,1.010374,0.39139,2.343413,2.258877,0.928399,3.002199,718.658384,1
94468,11.714867,1.795575,2.236646,24.502443,86.333428,1.964939,1.484874,0.442568,1.304056,5.430976,0.821609,3.225943,569.94036,1
937145,13.778735,2.527437,2.240512,15.140281,93.403118,1.881976,0.716801,0.276957,0.735421,11.333366,0.649884,2.770456,720.299041,2
567722,14.140466,3.891382,2.984314,23.418435,96.488576,1.539537,1.734354,0.332208,1.28061,5.855696,1.006886,2.371988,484.251992,2
256878,12.50118,2.734576,2.190009,18.145639,102.888257,1.577257,0.691827,0.56841,1.364571,6.850111,0.705715,2.206137,558.821322,2
222689,14.797633,3.924329,2.359422,28.926579,103.616415,1.821174,2.006868,0.520972,0.3011,3.964762,0.896751,3.67297,341.324296,1
191528,12.134047,1.942695,2.404219,18.239764,86.98033,1.868431,2.473272,0.362685,1.501451,4.200204,0.97182,1.681243,572.429283,1
120564,12.854345,2.06082,2.835345,21.295746,85.302897,2.318244,1.470862,0.276659,2.390646,5.372181,0.688354,3.251119,546.300395,2
593599,13.062873,2.811262,2.245236,20.005986,146.263918,1.825412,1.036777,0.453788,1.326947,4.697932,0.990382,1.435886,666.523021,2
989584,11.685186,2.513902,2.931859,13.911286,96.347747,2.156302,2.027012,0.282556,1.609275,3.407573,0.912041,3.545391,1017.785508,0
88829,13.215414,4.585321,2.423795,17.819042,87.233813,1.503348,0.601779,0.561852,0.927712,10.946599,0.691616,1.502206,671.47172,2
464669,13.041718,5.072361,2.479176,25.921526,104.825847,2.955013,4.273545,0.343721,2.388832,3.626826,0.846618,3.404353,1138.921175,1
415286,13.109676,1.278714,2.446851,16.149096,92.516973,3.218528,2.427982,0.184982,1.48869,3.554899,0.7806,3.126734,644.55582,0
993802,13.892601,4.08552,2.61475,15.459649,104.58477,3.264495,3.706249,0.283712,1.900733,6.235648,1.032445,3.31237,1320.694402,0
485378,12.635288,0.963212,1.908177,19.200859,85.850582,2.044716,1.161426,0.259625,0.873131,2.214877,0.604198,2.653616,351.027499,1
966755,12.552934,3.547828,2.031789,17.815096,87.340022,1.690297,3.894592,0.18555,1.844697,3.162967,0.669904,1.647078,639.195855,2
41104,13.273762,3.262282,2.484023,18.276465,101.48555,2.734752,2.708046,0.43082,1.547919,5.952286,1.071066,2.718536,1502.115115,0
759965,13.183915,4.282039,2.583588,25.216095,88.474332,1.39,0.478053,0.398792,2.62235,9.632967,0.612428,1.568413,665.188219,2
655505,11.936089,2.405186,2.772271,25.385415,99.909838,2.332065,2.056381,0.533656,1.29157,3.135275,0.931254,2.49924,338.336097,1
912271,13.019118,3.999337,2.376423,21.138505,97.844373,1.438213,0.724774,0.283324,0.839151,10.557402,0.908827,1.26366,486.390885,2
428634,12.722996,1.488705,2.253017,24.485778,87.560218,3.150666,3.303439,0.230577,2.703316,3.908051,1.094437,2.26692,422.976578,1
506580,12.084842,1.855879,2.231763,26.223872,99.049345,2.24695,1.913394,0.378341,1.149257,2.733611,1.326796,2.740465,718.684133,1
393391,14.023998,1.943687,2.365905,14.935189,102.862486,2.766209,3.484354,0.234011,2.360682,4.80846,1.087727,3.008791,1063.509915,0
133270,13.282925,1.566047,2.773799,11.913736,96.001872,1.43169,0.808821,0.438558,0.665848,8.571539,0.740792,1.626361,653.239812,2
